188-P,BUFFALO PLAID WOVEN PLACEMAT,"4 Colors
 13"" X 19""
 Case Pack: 72
 Unit Price: $ 0.80 each
 100% Cotton
  
 Match with item 388-KT, 688-OP, 988-AP & 888-R
",$57.60,instock,https://www.livingfashions.com/wp-content/uploads/products/188-p.jpg
887-R,"48""GINGHAM CHECK TABLE RUNNER","3 Colors
 13""x48""
 Case Pack: 36
 Unit Price: $3.00 each
",$108.00,instock,https://www.livingfashions.com/wp-content/uploads/products/887-r.jpg
287-KS,CLASSIC WOVEN KITCHEN SET,"Kitchen Towel, Pot Holder, Oven Mitt 
 3 Designs, 3 Colors - BY, NB, BK
 Case Pack: 144
 Unit Price: $ 0.80 each
  
",$115.20,instock,https://www.livingfashions.com/wp-content/uploads/products/287-ks.jpg
387-KT,CLASSIC WOVEN KITCHEN TOWEL ,"9 Designs ( Burgundy, Navy Blue, Black)
 15"" X 25"" 
 Case Pack: 72
 Unit Price: $0.80 each
",$57.60,instock,https://www.livingfashions.com/wp-content/uploads/products/387-kt.jpg
LA-KT,SAYINGS KITCHEN TOWEL,"4 Assorted Designs
 20"" x 28"", Inner 12
 Case Pack: 72
 Unit Price: $ 1.50 each
  
 ""I Legit Only Drink Water or Wine, I'm Either Hydrated or Tipsy""
 ""I Drink Wine to Make Other People More Interesting""
 ""Friends Don't Care if Your House is Clean, They Care if You Have Wine""
 ""I Just Want to Cuddle My Dog & Drink Wine""
",$108.00,instock,https://www.livingfashions.com/wp-content/uploads/products/la-kt.jpg
088-KT,FUNNY WITTY SAYINGS KITCHEN TOWELS,"6 Designs - 15""x25""
 Case Pack: 72
 Unit Price: $ 0.80 each
 Flat Woven Material
  
 ""This Kitchen is for Display Only""
 ""I Just Rescued Some Wine, It was Trapped in a Bottle""
 ""Today Will Be Positive Despite the Stupid People""
 ""Hangry Definition""
 ""Dear Weekend: Come Back. I'm Not Done With You Yet.""
 ""If I Have to Stir it, It's Homemade""
",$57.60,instock,https://www.livingfashions.com/wp-content/uploads/products/088-kt.jpg
215-KT,LOVE MY HOME PRINTED KITCHEN TOWEL,"5 Designs - 16""x28""
 Case Pack: 60
 Unit Price: $ 1.25 each
 Flour Sack Material
  
 ""Home Sweet Home""
 ""Life is Too Short, Lick the Bowl""
 ""This Kitchen is Seasoned With Love""
 ""Grandma's Motto: Love 'Em, Spoil 'Em, Send 'Em Home""
 ""Bless Our Nest""
",$75.00,instock,https://www.livingfashions.com/wp-content/uploads/products/215-kt.jpg
9990-HT,HAND TOWEL 1PK,"1 pack; 6 Colors
 16"" x 25""
 Case Pack: 72
 Unit Price: $ 0.85 each
 Weight: 2.60 lbs/dzn
",$61.20,instock,https://www.livingfashions.com/wp-content/uploads/products/9990-ht.jpg
8990-WC,WASH CLOTH,"2 Packs; 6 colors
 12"" x 12""
 Case Pack: 72
 Unit Price: $ 0.85 each
 Weight: 1.20 lbs/dzn
",$61.20,instock,https://www.livingfashions.com/wp-content/uploads/products/8990-wc.jpg
1990-BT,BATH TOWEL WITH VISCOSE BORDER ,"6 Colors - 4 ea
 24"" x 48""
 Master Pack: 24
 Unit Price: $ 3.00 each
 Weight: 9.5 lbs/dzn
",$72.00,instock,https://www.livingfashions.com/wp-content/uploads/products/1990-bt.jpg
TOT 2524,TOTE BAG SMALL ASSORTED COLORS,"4 Colors -11"" X 9"" X 3"", 260-270 GSM
 100% Cotton Canvas
 Case Pack: 48
 Unit Price: $ 1.00 Each
",$48.00,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2524.jpg
TOT 2527,APRON CHILD ASSORTED COLORS,"4 Colors - Small Apron - Ideal Age 6 & Under
 12.5"" X 19"", 270 GSM, 8 OZ
 Case Pack: 48
 Unit Price: $ 0.90 each
  
 100% Cotton Canvas
",$43.20,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2527.jpg
TOT 2523,TOTE BAG MINI ASSORTED COLORS,"4 Colors - 6"" X 5.5"", 260-270 GSM
 100% Cotton Canvas
 Case Pack: 48
 Unit Price: $ 2.45 Each
",$117.60,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2523.jpg
9900-KT,BAR MOP KITCHEN TOWELS,"5 Colors
 16""x19""
 Case Pack: 192
 Unit Price: $ 0.60 each
  
 Attention: 
 No UPC Code
 Item sold as shown - No Hooks or Tags
",$115.20,instock,https://www.livingfashions.com/wp-content/uploads/products/9900-kt.jpg
654-OP,FLORAL PRINTED OVENMITS & POTHOLDERS SET,"3 Designs; 36 Ovenmits and 36 Potholders 
 Case Pack: 72
 Unit Price: 0.80 each
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/654-op.jpg
354-KT,FLORAL PRINTED KITCHEN TOWEL,"3 Designs
 15"" X 25""
 Case Pack: 72
 Unit Price: $ 0.80 each
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/354-kt.jpg
26684-KT,2PK SOFT WAFFLE KITCHEN TOWELS,"2 Pack Set - 4 Colors - Red, Black, Light Blue, Grey
 20""x28""
 Case Pack: 36
 Unit Price: $ 3.00 each
",$108.00,instock,https://www.livingfashions.com/wp-content/uploads/products/26684-kt.jpg
632-OP,FRUIT PRINTED OVENMITS & POTHOLDERS SET,"3 Designs; 36 Ovenmits and 36 Potholders
 Case Pack: 72
 Unit Price: 0.80 each
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/632-op.jpg
332-KT,FRUIT TERRY PRINT KITCHEN TOWEL,"3 Designs
 15"" x 25""
 Case Pack: 72
 Unit Price: $ 0.80 each
  
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/332-kt.jpg
16710-BM,2PK TERRY BAR MOP KITCHEN TOWEL,"5 Assorted Colors
 16"" X19""
 Case Pack: 120
 Unit Price: $ 1.00 each
 100% COTTON
",$120.00,instock,https://www.livingfashions.com/wp-content/uploads/products/16710-bm.jpg
SC-KT,SOUTH CAROLINA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/sc-kt.jpg
TN-KT,TENNESSEE STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/tn-kt.jpg
NC-KT,NORTH CAROLINA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/nc-kt.jpg
IN-KT,INDIANA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/in-kt.jpg
GA-KT,GEORGIA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/ga-kt.jpg
VA-KT,VIRGINIA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/va-kt.jpg
MI-KT,MICHIGAN STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/mi-kt.jpg
CA-KT,CALIFORNIA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/ca-kt.jpg
TX-KT,TEXAS STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/tx-kt.jpg
WI-KT,WISCONSIN STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/wi-kt.jpg
OH-KT,OHIO STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/oh-kt.jpg
PA-KT,PENNSYLVANIA STATE KITCHEN TOWEL,"20"" X  28""
 CASE PACK: 24
 UNIT PRICE: $ 2.50 each
  
 Floursack Material
  
",$60.00,instock,https://www.livingfashions.com/wp-content/uploads/products/pa-kt.jpg
X2512-KT,CHRISTMAS KITCHEN TOWEL,"2 Pack Set, 4 Designs
 16"" x 28""
 Case Pack: 48
 Unit Price: $3.00 each
  
 ""Be Home for the Holidays""
 ""Believe in the Magic of Christmas""
 ""Believe""
 Cardinal Bird Towel
",$144.00,instock,https://www.livingfashions.com/wp-content/uploads/products/x2512-kt.jpg
9112-SKT,2pk HOLIDAY SPOON & TEA TOWEL SET,"Set of 2 - 4 Designs
 Case Pack : 48
 Unit Price : $ 3.00 each
  
 ""Merry Christmas""
 ""Merry & Bright""
 ""The Most Wonderful Time of the Year""
 ""Let it Snow""
",$144.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/9112-skt.jpg
664-KS,ALL OVER LEAF JACQUARD KITCHEN SET,"Kitchen Towel 48, PotHolder 12, Ovenmitt 12
 Item Size: KT-15x25”/PH-7x7/OM-7x12”
 Case Pack: 72
 Unit Price: $ 0.80 each
",$57.60,instock,https://www.livingfashions.com/wp-content/uploads/products/664-ks.jpg
438-KT,CHRISTMAS TIE KITCHEN TOWEL,"4 Assorted Designs  
 16"" x 18"" x 3.5""
 Case Pack: 72
 Unit Price: $ 1.00 each
  
 Cardinal Bird Towel
 Mistletoe Towel
 ""Merry & Bright""
 ""Believe in the Magic of Christmas""
  
",$72.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/438-kt.jpg
8251-PK,XMAS KITCHEN TOWEL & POTHOLDERS SET,"2 Pack Set - 4 Designs
 KT -15""x25"" , PH - 8""x8""
 Case Pack: 48
 Unit Price: $ 3.00 each
  
 ""Merry Little Christmas""
 ""The Most Wonderful Time of the Year""
 ""Merry & Bright""
 ""Merry Christmas!""
",$144.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/8251-pk.jpg
954-RX,CHRISTMAS TAPESTRY RUNNER,"Item Size : 13"" X 72""
 4 Designs
 Case Pack: 48
 Unit Price: $3.50 each
  
 ""Merry Christmas""
 ""Joy to the World""
 Match with item 154-P
",$168.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/954-rx.jpg
917-RS,"SNOWMAN & WINTER RUNNER - 54""","13"" X 54"", 4 Designs
 Case Pack: 48
 Unite Price:$ 3.00 each
  
 ""Home For the Holidays""
 Match with item 117-P
",$144.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/917-rs.jpg
2129-SS,Santa Sack,"4 Designs - Item Size: 21""x 29""
 Case Pack: 24
 Unit Price: $ 5.00 each
  
 ""Delivered by Reindeer Mall - December 25th""
 ""Joy, Love, Peace, Believe, Christmas""
 ""Fa La La"" 
 ""Believe in Magic""
",$120.00,instock,https://www.livingfashions.com/wp-content/uploads/products/2129-ss.jpg
146-P,HOLIDAY PLAID WOVEN PLACEMAT,"13""x19"" - 4 Designs
 Case Pack : 144
 Unit Price : $ 0.80 each
",$115.20,outofstock,https://www.livingfashions.com/wp-content/uploads/products/146-p.jpg
392-KT,Halloween Printed Kitchen Towel,"6 Designs, 15""x25"" Inner: 12
 Case Pack: 72
 Price: $0.80 each
  
 ""Pumpkin, Sweets, Spooks & Treats"" - Halloween Towel
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/392-kt.jpg
356-KT,WINTER HOLIDAY PRINTED KITCHEN TOWEL,"15"" X 25"",  
 4 Designs
 Case Pack: 72
 Unit Price:$ 0.80 each
  
 ""Making Spirits Bright""
 ""Let it Snow""
 ""Happy Holiday Wishes""
 ""Merry Christmas""
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/356-kt.jpg
6225-PK,FALL KITCHEN TOWEL & POTHOLDERS SET,"2 Pack Set - 4 Designs
 KT -15""x25"" , PH - 8""x8""
 Case Pack: 48
 Unit Price: $ 3.00 each
  
 ""Bless the Food Before Us, the Family Beside Us & the Love Between Us""
 ""Happy Fall Y'all""
 ""Give Thanks""
",$144.00,instock,https://www.livingfashions.com/wp-content/uploads/products/6225-pk.jpg
965-AP,HOLIDAY FUN PRINTED APRON,"4 Designs
 19"" x 30""
 Case Pack: 48
 Unit Pack: $ 1.50 each
  
 Christmas Tree - Match with item 817 KS
 Red Truck - Match with item 575 KS
 Snowman - Match with item 875 KS
 Cardinal Bird - Match with item 552 KS
  
",$72.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/965-ap.jpg
937-WB,CHRISTMAS SAYING COTTON WINE BAG   ,"5.25""x13.5""
 4 Designs
 Case Pack: 72
 Unit Price: $ 0.95 each
  
 ""Making Spirits Bright""
 ""Sip, Sip, Hooray""
 ""He Sees You When Your Drinking""
  
",$68.40,instock,https://www.livingfashions.com/wp-content/uploads/products/937-wb.jpg
506-KPS,Gather Tapestry Kitchen Set,"Pumpkin/Sunflower Design
 72 PlaceMat, 48 KitchenTowel, 12 PotHolder, 12 OvenMitt
 Case Pack: 144
 Unit Price: $ 0.80 each
",$115.20,instock,https://www.livingfashions.com/wp-content/uploads/products/506-kps.jpg
3125-KT,2pk CHRISTMAS Floursack Kitchen Towel ,"15""x25""
 Case Pack: 48
 Price: $ 2.00 each
  
 ""Be Home for Christmas""
 ""Joy, Love, Peace, Believe, Christmas""
 ""Merry & Bright""
 ""Believe in the magic of Christmas""
",$96.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/3125-kt.jpg
924-AP,Fall Printed Cotton Apron,"Item Size: 19""x30""
 4 Designs
 Case Pack: 48
 Unit Price: $ 1.25 each
  
 Red Truck Apron - Pair with item 612-KS
 ""Thankful"" Apron - Pair with item 601-KS
 Animals and Trees Apron
 Pumpkin, Squash & Leaves Apron 
",$60.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/924-ap.jpg
F241-KT,2pk Fall Festive Kitchen Towel Set,"Set of 2 - 4 Designs
 Item Size: 16"" x 28"" 
 Case Pack : 48
 Unit Price : $ 3.00 each
  
 ""I Love Fall Most of All""
 ""Gobble, Gobble!""
 ""Gather""
 ""Give Thanks""
",$144.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/f241-kt.jpg
178-P,FALL SENTIMENT TAPESTRY PLACEMAT,"13""x19"" - 4 Designs
 Case Pack : 144
 Unit Price : $ 0.80 each
  
 ""Grateful, Thankful, Blessed""
 ""Thankful & Blessed""
 ""Be Grateful""
 ""Thankful""
",$115.20,outofstock,https://www.livingfashions.com/wp-content/uploads/products/178-p.jpg
H899-CB,HALLOWEEN TREAT BAGS,"14""x16"" - 4 Designs
 Case Pack: 72
 Unit Price : $ 0.85 each
  
",$61.20,outofstock,https://www.livingfashions.com/wp-content/uploads/products/h899-cb.jpg
338-KT,FALL TIE KITCHEN TOWEL,"4 Assorted Designs  
 16"" x 18"" x 3.5""
 Case Pack: 72
 Unit Price: $ 0.80 each
  
 ""Pumpkin Spice & Everything Nice""
 ""Gather Together""
  
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/338-kt.jpg
5221-KT,CHRISTMAS FUNNY SAYING FLOURSACK,"15""x25"" - 6 Designs
 Case Pack: 72
 Price: $ 0.80 each
  
 ""Don't Get Your Tinsel in a Tangle""
 ""Gnome Sweet Gnome""
 ""Dear Santa I can Explain""
 ""Be Good or I will Text Santa""
 ""What Happens under the Mistletoe, Stays under the Mistletoe""
 ""The Best Way to Spread Christmas Cheer is Singing Loud for all to Hear""
",$57.60,outofstock,https://www.livingfashions.com/wp-content/uploads/products/5221-kt.jpg
9825-AP,HOLIDAY PREMIUM WOVEN APRON,"Item Size: 24""x30""
 3 Designs - 1 Pocket Pouch
 Case Pack: 36
 Unit Price: $ 3.00 each
  
",$108.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/9825-ap.jpg
471-KT,CHRISTMAS WOVEN TEA TOWEL,"16"" X 28"", Embroidery & Gold Foil
 4 Designs
 Case Pack: 60
 Unit Price:$ 2.00 each
  
 ""Merry & Bright""
 ""The Most Wonderful Time of the year""
  
",$120.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/471-kt.jpg
2994-KT,FOUTA PRINTED KITCHEN TOWEL,"4 Designs - 18""x28""
 Case Pack: 48
 Unit Price: $ 5.00 each
  
  
 ""When Life Gives You Lemons Make Lemonade""
 ""Good Friends Wine Together""
 ""Home Sweet Home""
 ""This Kitchen is Seasoned with Love""
",$240.00,outofstock,https://www.livingfashions.com/wp-content/uploads/products/2994-kt.jpg
922-CAP,CHRISTMAS CHILD APRON / HAT SET,"2 Piece Set - Child Apron and Chef Hat
 Case Pack: 36
 Unit Price: $ 3.00 each
  
 ""Hello Winter""
  
",$108.00,instock,https://www.livingfashions.com/wp-content/uploads/products/922-cap.jpg
TOT 517,TOTE BAG WITH FOLDED BOTTOM GUSSET,"Natural Beige -100% Cotton Canvas
 14""x11.5""x2.5”
 Case Pack: 72
 Unit Price: $ 0.85 Each
",$172.80,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 517.jpg
TOT 516,TOTE BAG WITH FOLDED BOTTOM GUSSET,"Natural Beige Color - 100% Cotton Canvas
 14""x11.5""x2.5”
 Case Pack: 72
 Unit Price: $ 0.85 Each
",$61.20,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 516.jpg
TOT 515,TOTE BAG MINI NATURAL BEIGE ,"1 Pack - 6.5"" X 5""
 100% Cotton Canvas
 Case Pack: 576
 Unit Price: $ 0.30 Each
",$172.80,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 515.jpg
SW0120-PP,"COTTON CANVAS ""BIG"" TOTE PREPACK","Item Size: 23""x18""x9"" - 10oz
 6 Designs - 4 Bags Each
 Case Pack: 24
 Unit Price: $ 2.70 each
  
 ""Be Bold, Be Brave, Be You""
 ""Start Each Day with a Grateful Heart""
 ""All You Need is Love""
 ""Mama Bear""
 ""Shine Bright""
 ""Leave a Little Sparkle Everywhere You Go""
  
",$64.80,outofstock,https://www.livingfashions.com/wp-content/uploads/products/sw0120-pp.jpg
TOT 2519,TOTE BAG MINI NATURAL BEIGE 5PK,"Set of 5 - 6"" X 5.5""
 100% Cotton Canvas
 Case Pack: 48
 Unit Price: $ 2.32 Each
",$111.36,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2519.jpg
TOT 2512,TOTE BAG SMALL NATURAL BEIGE,"11"" X 9"" X 3"", 270 GSM, 8 OZ
 100% Cotton Canvas
 Case Pack: 48
 Unit Price: $ 0.90 Each
",$43.20,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2512.jpg
TOT 2511,TOTE BAG SMALL WHITE ,"11"" X 9"" X 3"", 270 GSM, 8 OZ
 100% Cotton Canvas
 Case Pack: 48
 Unit Price: $ 0.95 Each
",$45.60,instock,https://www.livingfashions.com/wp-content/uploads/products/tot 2511.jpg
WED-218,POUCH WITH ZIPPER - SILVER BRIDESMAID DESIGN,"6.5"" X 9"", 260-270 GSM
 Case Pack: 48
 Unit Price: $ 1.15 each
",$55.20,instock,https://www.livingfashions.com/wp-content/uploads/products/wed-218.jpg
